Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00340"
"0.02100","0.00008","0.00447"
"0.02700","0.00022","0.00549"
"0.03200","0.00039","0.00658"
"0.03500","0.00052","0.00774"
"0.03700","0.00063","0.00885"
"0.03900","0.00076","0.01032"
"0.04100","0.00091","0.01193"
"0.04300","0.00108","0.01358"
"0.04500","0.00128","0.01526"
"0.04700","0.00152","0.01699"
"0.04900","0.00179","0.01876"
"0.05100","0.00211","0.02057"
"0.05300","0.00247","0.02235"
"0.05500","0.00289","0.02360"
"0.06000","0.00411","0.02189"
"0.06200","0.00466","0.01995"
"0.06300","0.00494","0.01885"
"0.06400","0.00523","0.01772"
"0.06500","0.00551","0.01662"
"0.06600","0.00580","0.01555"
"0.06700","0.00609","0.01455"
"0.06900","0.00666","0.01273"
"0.07100","0.00722","0.01114"
"0.07300","0.00776","0.00983"
"0.07600","0.00855","0.00848"
"0.08300","0.01023","0.00741"
"0.09100","0.01201","0.00857"
"0.09400","0.01269","0.00995"
"0.09600","0.01316","0.01109"
"0.09800","0.01364","0.01231"
"0.10000","0.01414","0.01356"
"0.10200","0.01467","0.01484"
"0.10400","0.01522","0.01615"
"0.10600","0.01581","0.01752"
"0.10800","0.01642","0.01899"
"0.11000","0.01706","0.02049"
"0.11200","0.01775","0.02194"
"0.11400","0.01846","0.02330"
"0.11600","0.01922","0.02457"
"0.11800","0.02002","0.02569"
"0.12100","0.02129","0.02700"
"0.12700","0.02410","0.02802"
"0.13900","0.03079","0.02701"
"0.14400","0.03393","0.02594"
"0.14700","0.03588","0.02490"
"0.15000","0.03787","0.02350"
"0.15300","0.03988","0.02203"
"0.15600","0.04189","0.02055"
"0.15800","0.04324","0.01950"
"0.16000","0.04458","0.01846"
"0.16200","0.04591","0.01743"
"0.16500","0.04789","0.01596"
"0.16800","0.04984","0.01482"
"0.18400","0.05984","0.01615"
"0.18600","0.06105","0.01733"
"0.18800","0.06225","0.01877"
"0.19000","0.06346","0.02037"
"0.19200","0.06466","0.02205"
"0.19400","0.06586","0.02370"
"0.19600","0.06706","0.02526"
"0.19800","0.06826","0.02666"
"0.20000","0.06945","0.02796"
"0.20200","0.07064","0.02925"
"0.20400","0.07183","0.03051"
"0.20600","0.07301","0.03172"
"0.20800","0.07419","0.03280"
"0.21100","0.07593","0.03402"
"0.22500","0.08377","0.03295"
"0.22900","0.08592","0.03161"
"0.23200","0.08753","0.03060"
"0.23700","0.09017","0.02953"
"0.24600","0.09492","0.03067"
"0.25000","0.09703","0.03174"
"0.25400","0.09914","0.03307"
"0.25700","0.10072","0.03414"
"0.26000","0.10230","0.03526"
"0.26300","0.10388","0.03633"
"0.26700","0.10595","0.03757"
"0.27000","0.10748","0.03864"
"0.27300","0.10899","0.03972"
"0.27600","0.11047","0.04078"
"0.27900","0.11193","0.04189"
"0.28200","0.11337","0.04306"
"0.28500","0.11479","0.04439"
"0.28800","0.11619","0.04579"
"0.29100","0.11759","0.04718"
"0.29400","0.11898","0.04856"
"0.29700","0.12038","0.04970"
"0.30200","0.12272","0.05082"
"0.31700","0.13007","0.04979"
"0.32200","0.13264","0.04864"
"0.32800","0.13578","0.04762"
"0.33800","0.14102","0.04893"
"0.34100","0.14257","0.05022"
"0.34300","0.14361","0.05129"
"0.34500","0.14464","0.05240"
"0.34700","0.14566","0.05345"
"0.35000","0.14719","0.05488"
"0.35300","0.14872","0.05628"
"0.35600","0.15025","0.05766"
"0.35900","0.15177","0.05893"
"0.36200","0.15330","0.05998"
"0.36700","0.15584","0.06107"
"0.37900","0.16198","0.05999"
"0.38300","0.16403","0.05871"
"0.38600","0.16556","0.05770"
"0.39000","0.16757","0.05668"
"0.40400","0.17430","0.05777"
"0.40800","0.17613","0.05902"
"0.41100","0.17749","0.06039"
"0.41400","0.17884","0.06181"
"0.41700","0.18018","0.06324"
"0.41900","0.18108","0.06430"
"0.42100","0.18198","0.06544"
"0.42300","0.18288","0.06660"
"0.42500","0.18379","0.06773"
"0.42700","0.18470","0.06877"
"0.43000","0.18609","0.07016"
"0.43300","0.18751","0.07141"
"0.43600","0.18896","0.07257"
"0.44000","0.19093","0.07379"
"0.46000","0.20135","0.07305"
"0.48000","0.21185","0.07395"
"0.48900","0.21656","0.07522"
"0.49200","0.21813","0.07626"
