Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.04413"
"0.02100","0.00007","0.04528"
"0.02500","0.00015","0.04634"
"0.02900","0.00027","0.04736"
"0.03400","0.00047","0.04840"
"0.03800","0.00068","0.04951"
"0.04100","0.00088","0.05080"
"0.04400","0.00111","0.05232"
"0.04600","0.00129","0.05339"
"0.04800","0.00149","0.05458"
"0.05000","0.00172","0.05594"
"0.05200","0.00197","0.05737"
"0.05400","0.00225","0.05881"
"0.05600","0.00257","0.06034"
"0.05800","0.00293","0.06199"
"0.06000","0.00332","0.06372"
"0.06200","0.00376","0.06553"
"0.06400","0.00424","0.06723"
"0.07200","0.00652","0.06584"
"0.07400","0.00714","0.06468"
"0.07700","0.00806","0.06338"
"0.08700","0.01085","0.06480"
"0.08900","0.01134","0.06604"
"0.09100","0.01181","0.06751"
"0.09300","0.01226","0.06915"
"0.09500","0.01270","0.07085"
"0.09700","0.01313","0.07258"
"0.09900","0.01356","0.07444"
"0.10000","0.01377","0.07545"
"0.10100","0.01398","0.07651"
"0.10200","0.01420","0.07762"
"0.10300","0.01441","0.07877"
"0.10400","0.01464","0.07997"
"0.10500","0.01486","0.08122"
"0.10600","0.01509","0.08253"
"0.10700","0.01532","0.08389"
"0.10800","0.01556","0.08528"
"0.10900","0.01581","0.08666"
"0.11000","0.01606","0.08804"
"0.11100","0.01632","0.08940"
"0.11200","0.01659","0.09075"
"0.11300","0.01687","0.09208"
"0.11400","0.01715","0.09339"
"0.11500","0.01745","0.09468"
"0.11600","0.01775","0.09595"
"0.11700","0.01807","0.09719"
"0.11800","0.01840","0.09841"
"0.11900","0.01874","0.09960"
"0.12000","0.01909","0.10077"
"0.12100","0.01945","0.10192"
"0.12200","0.01983","0.10302"
"0.12300","0.02021","0.10408"
"0.12400","0.02061","0.10509"
"0.12600","0.02145","0.10695"
"0.12800","0.02234","0.10864"
"0.13000","0.02328","0.11011"
"0.13200","0.02427","0.11139"
"0.13400","0.02531","0.11249"
"0.13700","0.02695","0.11388"
"0.14000","0.02869","0.11520"
"0.14300","0.03050","0.11664"
"0.14500","0.03175","0.11777"
"0.14700","0.03302","0.11907"
"0.14900","0.03431","0.12052"
"0.15100","0.03562","0.12208"
"0.15300","0.03694","0.12375"
"0.15500","0.03827","0.12555"
"0.15700","0.03962","0.12746"
"0.15900","0.04097","0.12945"
"0.16000","0.04165","0.13047"
"0.16100","0.04232","0.13152"
"0.16200","0.04300","0.13260"
"0.16300","0.04368","0.13371"
"0.16400","0.04436","0.13486"
"0.16500","0.04504","0.13605"
"0.16600","0.04572","0.13728"
"0.16700","0.04640","0.13855"
"0.16800","0.04708","0.13986"
"0.16900","0.04776","0.14120"
"0.17000","0.04844","0.14255"
"0.17100","0.04912","0.14389"
"0.17200","0.04980","0.14523"
"0.17300","0.05047","0.14656"
"0.17400","0.05115","0.14787"
"0.17500","0.05182","0.14917"
"0.17600","0.05249","0.15044"
"0.17700","0.05317","0.15167"
"0.17800","0.05384","0.15286"
"0.17900","0.05450","0.15400"
"0.18000","0.05517","0.15509"
"0.18100","0.05583","0.15613"
"0.18200","0.05649","0.15715"
"0.18400","0.05781","0.15907"
"0.18600","0.05911","0.16081"
"0.18800","0.06040","0.16229"
"0.19000","0.06167","0.16354"
"0.19200","0.06293","0.16468"
"0.19400","0.06416","0.16593"
"0.19600","0.06537","0.16746"
"0.19800","0.06656","0.16935"
"0.19900","0.06715","0.17045"
"0.20000","0.06773","0.17166"
"0.20100","0.06831","0.17298"
"0.20200","0.06888","0.17441"
"0.20300","0.06945","0.17594"
"0.20400","0.07001","0.17755"
"0.20500","0.07056","0.17924"
"0.20600","0.07111","0.18100"
"0.20700","0.07166","0.18282"
"0.20800","0.07220","0.18471"
"0.20900","0.07273","0.18665"
"0.21000","0.07326","0.18865"
"0.21100","0.07379","0.19069"
"0.21200","0.07432","0.19278"
"0.21300","0.07484","0.19488"
"0.21400","0.07536","0.19698"
"0.21500","0.07587","0.19905"
"0.21600","0.07638","0.20108"
"0.21700","0.07689","0.20309"
"0.21800","0.07740","0.20505"
"0.21900","0.07791","0.20695"
"0.22000","0.07841","0.20878"
"0.22100","0.07892","0.21052"
"0.22200","0.07942","0.21216"
"0.22300","0.07992","0.21370"
"0.22400","0.08042","0.21514"
"0.22500","0.08092","0.21647"
"0.22600","0.08142","0.21769"
"0.22700","0.08192","0.21880"
"0.22800","0.08242","0.21981"
"0.23000","0.08343","0.22151"
"0.23200","0.08443","0.22281"
"0.23500","0.08595","0.22421"
"0.23800","0.08748","0.22528"
