Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.11397"
"0.02400","0.00016","0.11531"
"0.02700","0.00024","0.11659"
"0.02900","0.00031","0.11763"
"0.03100","0.00040","0.11886"
"0.03300","0.00049","0.12031"
"0.03500","0.00061","0.12192"
"0.03700","0.00074","0.12363"
"0.03900","0.00090","0.12534"
"0.04100","0.00109","0.12701"
"0.04300","0.00131","0.12866"
"0.04500","0.00157","0.13025"
"0.04700","0.00187","0.13181"
"0.04900","0.00222","0.13324"
"0.05500","0.00355","0.13162"
"0.05600","0.00381","0.13049"
"0.05700","0.00407","0.12927"
"0.05800","0.00434","0.12802"
"0.05900","0.00462","0.12676"
"0.06000","0.00490","0.12552"
"0.06100","0.00518","0.12433"
"0.06200","0.00546","0.12320"
"0.06300","0.00575","0.12215"
"0.06500","0.00631","0.12036"
"0.06700","0.00686","0.11910"
"0.07000","0.00766","0.11808"
"0.07700","0.00937","0.11932"
"0.07900","0.00983","0.12044"
"0.08100","0.01028","0.12177"
"0.08300","0.01072","0.12326"
"0.08500","0.01116","0.12493"
"0.08700","0.01160","0.12676"
"0.08900","0.01206","0.12870"
"0.09100","0.01252","0.13071"
"0.09200","0.01276","0.13175"
"0.09300","0.01301","0.13279"
"0.09400","0.01326","0.13382"
"0.09500","0.01351","0.13484"
"0.09600","0.01378","0.13585"
"0.09800","0.01432","0.13783"
"0.10000","0.01490","0.13962"
"0.10200","0.01552","0.14111"
"0.10400","0.01617","0.14232"
"0.10600","0.01685","0.14336"
"0.10900","0.01795","0.14467"
"0.11200","0.01913","0.14571"
"0.11800","0.02175","0.14675"
"0.12800","0.02684","0.14781"
"0.13200","0.02911","0.14899"
"0.13500","0.03089","0.15004"
"0.13900","0.03335","0.15133"
"0.14200","0.03525","0.15236"
"0.14500","0.03721","0.15355"
"0.14800","0.03920","0.15468"
"0.15200","0.04189","0.15580"
"0.15700","0.04529","0.15690"
"0.16100","0.04799","0.15803"
"0.16400","0.05000","0.15916"
"0.16700","0.05197","0.16067"
"0.16900","0.05327","0.16180"
"0.17100","0.05455","0.16299"
