Time,Extension,Load
(s),(mm),(N)
"0.42900","0.18896","0.37611"
"0.43100","0.18989","0.37718"
"0.43300","0.19081","0.37826"
"0.43500","0.19173","0.37933"
"0.43700","0.19265","0.38036"
"0.44000","0.19403","0.38183"
"0.44200","0.19495","0.38290"
"0.44400","0.19588","0.38405"
"0.44600","0.19682","0.38524"
"0.44800","0.19776","0.38643"
"0.45000","0.19871","0.38751"
"0.45300","0.20015","0.38894"
"0.45600","0.20162","0.39013"
"0.45900","0.20312","0.39126"
"0.46200","0.20464","0.39234"
"0.46600","0.20672","0.39358"
"0.47100","0.20936","0.39477"
"0.47500","0.21150","0.39580"
"0.47800","0.21312","0.39695"
"0.48100","0.21473","0.39839"
"0.48300","0.21580","0.39950"
"0.48500","0.21687","0.40078"
"0.48700","0.21794","0.40219"
"0.48900","0.21900","0.40365"
"0.49100","0.22006","0.40511"
"0.49300","0.22111","0.40656"
"0.49500","0.22216","0.40796"
"0.49700","0.22321","0.40932"
"0.49900","0.22425","0.41068"
"0.50100","0.22529","0.41212"
"0.50300","0.22633","0.41361"
"0.50500","0.22736","0.41507"
"0.50700","0.22839","0.41642"
"0.50900","0.22942","0.41769"
"0.51100","0.23044","0.41885"
"0.51300","0.23147","0.41989"
"0.51600","0.23301","0.42131"
"0.51900","0.23455","0.42244"
"0.52400","0.23712","0.42350"
"0.54200","0.24619","0.42466"
"0.54600","0.24813","0.42599"
"0.54900","0.24955","0.42740"
"0.55100","0.25050","0.42855"
"0.55300","0.25143","0.42991"
"0.55500","0.25236","0.43143"
"0.55700","0.25329","0.43306"
"0.55900","0.25422","0.43482"
"0.56100","0.25515","0.43668"
"0.56300","0.25608","0.43857"
"0.56500","0.25701","0.44045"
"0.56700","0.25795","0.44233"
"0.56900","0.25889","0.44414"
"0.57100","0.25984","0.44582"
"0.57300","0.26080","0.44741"
"0.57500","0.26177","0.44897"
"0.57700","0.26274","0.45049"
"0.57900","0.26372","0.45188"
"0.58100","0.26472","0.45309"
"0.58300","0.26571","0.45410"
"0.58600","0.26723","0.45525"
"0.59200","0.27029","0.45628"
"0.60600","0.27747","0.45737"
"0.61000","0.27949","0.45843"
"0.61300","0.28100","0.45957"
"0.61600","0.28250","0.46088"
"0.61900","0.28399","0.46236"
"0.62100","0.28499","0.46351"
"0.62300","0.28599","0.46480"
"0.62500","0.28699","0.46617"
"0.62700","0.28798","0.46764"
"0.62900","0.28899","0.46917"
"0.63100","0.28999","0.47073"
"0.63300","0.29100","0.47232"
"0.63500","0.29201","0.47387"
"0.63700","0.29303","0.47536"
"0.63900","0.29405","0.47684"
"0.64100","0.29508","0.47827"
"0.64300","0.29611","0.47959"
"0.64500","0.29715","0.48074"
"0.64700","0.29819","0.48177"
"0.65000","0.29975","0.48317"
"0.65300","0.30130","0.48439"
"0.65600","0.30285","0.48541"
"0.66000","0.30490","0.48664"
"0.66400","0.30690","0.48772"
"0.66800","0.30885","0.48892"
"0.67200","0.31076","0.49011"
"0.67600","0.31263","0.49126"
"0.67900","0.31401","0.49243"
"0.68200","0.31537","0.49366"
"0.68500","0.31673","0.49503"
"0.68700","0.31763","0.49607"
"0.68900","0.31854","0.49724"
"0.69100","0.31945","0.49847"
"0.69300","0.32037","0.49970"
"0.69500","0.32129","0.50092"
"0.69700","0.32222","0.50213"
"0.69900","0.32317","0.50327"
"0.70100","0.32412","0.50439"
"0.70300","0.32509","0.50563"
"0.70500","0.32607","0.50694"
"0.70700","0.32707","0.50825"
"0.70900","0.32808","0.50955"
"0.71100","0.32910","0.51080"
"0.71300","0.33014","0.51197"
"0.71500","0.33118","0.51302"
"0.71700","0.33224","0.51408"
"0.71900","0.33330","0.51513"
"0.72100","0.33436","0.51614"
"0.72300","0.33543","0.51718"
"0.72500","0.33650","0.51822"
"0.72700","0.33758","0.51922"
"0.73000","0.33918","0.52066"
"0.73300","0.34077","0.52198"
"0.73600","0.34236","0.52311"
"0.73900","0.34394","0.52417"
"0.74200","0.34550","0.52521"
"0.74500","0.34706","0.52629"
"0.74800","0.34861","0.52735"
"0.75100","0.35015","0.52844"
"0.75400","0.35169","0.52954"
"0.75700","0.35322","0.53070"
"0.76000","0.35474","0.53192"
"0.76300","0.35627","0.53336"
"0.76500","0.35729","0.53445"
"0.76700","0.35831","0.53553"
"0.76900","0.35933","0.53657"
"0.77200","0.36086","0.53799"
"0.77500","0.36239","0.53937"
"0.77800","0.36391","0.54079"
"0.78100","0.36543","0.54226"
"0.78300","0.36643","0.54330"
"0.78500","0.36743","0.54434"
"0.78700","0.36842","0.54536"
"0.78900","0.36940","0.54637"
"0.79100","0.37037","0.54740"
"0.79300","0.37134","0.54841"
"0.79500","0.37229","0.54941"
"0.79700","0.37324","0.55044"
"0.79900","0.37417","0.55149"
"0.80100","0.37511","0.55251"
"0.80400","0.37650","0.55396"
"0.80700","0.37788","0.55518"
"0.81000","0.37927","0.55625"
"0.81300","0.38067","0.55733"
"0.81600","0.38207","0.55853"
"0.81900","0.38349","0.55992"
"0.82200","0.38492","0.56137"
"0.82500","0.38637","0.56279"
"0.82800","0.38785","0.56414"
"0.83100","0.38934","0.56548"
"0.83400","0.39086","0.56670"
"0.83700","0.39239","0.56775"
"0.84100","0.39446","0.56886"
"0.84500","0.39655","0.56995"
"0.84800","0.39811","0.57116"
"0.85100","0.39967","0.57264"
"0.85300","0.40071","0.57379"
"0.85500","0.40174","0.57508"
"0.85700","0.40278","0.57651"
"0.85900","0.40380","0.57801"
"0.86100","0.40483","0.57958"
"0.86300","0.40585","0.58120"
"0.86500","0.40688","0.58281"
"0.86700","0.40790","0.58439"
"0.86900","0.40892","0.58590"
"0.87100","0.40994","0.58735"
"0.87300","0.41096","0.58874"
"0.87500","0.41199","0.59005"
"0.87700","0.41301","0.59121"
"0.87900","0.41404","0.59226"
"0.88200","0.41559","0.59368"
"0.88500","0.41715","0.59502"
"0.88800","0.41871","0.59631"
"0.89100","0.42028","0.59742"
"0.89500","0.42238","0.59845"
"0.90400","0.42709","0.59953"
"0.91100","0.43066","0.60065"
"0.91600","0.43314","0.60182"
"0.91900","0.43459","0.60309"
"0.92100","0.43554","0.60413"
"0.92300","0.43648","0.60537"
"0.92500","0.43742","0.60672"
"0.92700","0.43834","0.60812"
"0.92900","0.43927","0.60949"
"0.93100","0.44018","0.61088"
"0.93300","0.44110","0.61235"
"0.93500","0.44201","0.61388"
"0.93700","0.44292","0.61533"
"0.93900","0.44384","0.61672"
"0.94100","0.44476","0.61815"
"0.94300","0.44569","0.61959"
"0.94500","0.44662","0.62097"
"0.94700","0.44756","0.62231"
"0.94900","0.44851","0.62363"
"0.95100","0.44947","0.62489"
"0.95300","0.45044","0.62602"
"0.95500","0.45142","0.62704"
"0.95800","0.45291","0.62839"
"0.96100","0.45442","0.62958"
"0.96500","0.45647","0.63063"
"0.97100","0.45957","0.63165"
"0.97700","0.46268","0.63278"
"0.98100","0.46475","0.63396"
"0.98400","0.46630","0.63503"
"0.98800","0.46835","0.63632"
"0.99200","0.47039","0.63752"
"0.99500","0.47192","0.63854"
"0.99800","0.47345","0.63977"
"1.00100","0.47499","0.64130"
"1.00300","0.47601","0.64251"
"1.00500","0.47703","0.64381"
"1.00700","0.47806","0.64514"
"1.00900","0.47909","0.64641"
"1.01100","0.48012","0.64766"
"1.01300","0.48115","0.64886"
"1.01500","0.48218","0.64997"
"1.01700","0.48322","0.65102"
"1.01900","0.48426","0.65203"
"1.02200","0.48581","0.65332"
"1.02500","0.48736","0.65444"
"1.02900","0.48941","0.65573"
"1.03300","0.49143","0.65706"
"1.03700","0.49341","0.65827"
"1.04100","0.49534","0.65952"
"1.04400","0.49676","0.66062"
"1.04700","0.49816","0.66186"
"1.05000","0.49954","0.66328"
"1.05200","0.50046","0.66441"
"1.05400","0.50137","0.66561"
"1.05600","0.50228","0.66687"
"1.05800","0.50319","0.66820"
"1.06000","0.50410","0.66965"
"1.06200","0.50502","0.67115"
"1.06400","0.50594","0.67264"
"1.06600","0.50687","0.67416"
"1.06800","0.50780","0.67569"
"1.07000","0.50875","0.67721"
"1.07200","0.50971","0.67867"
"1.07400","0.51067","0.68010"
"1.07600","0.51165","0.68151"
"1.07800","0.51265","0.68286"
"1.08000","0.51365","0.68409"
"1.08200","0.51467","0.68517"
"1.08500","0.51622","0.68647"
"1.08900","0.51831","0.68758"
"1.09400","0.52096","0.68873"
"1.09900","0.52362","0.68987"
"1.10300","0.52574","0.69096"
"1.10700","0.52785","0.69229"
"1.11000","0.52942","0.69352"
"1.11300","0.53099","0.69479"
"1.11600","0.53255","0.69633"
"1.11800","0.53358","0.69743"
"1.12000","0.53462","0.69851"
"1.12200","0.53566","0.69957"
"1.12400","0.53669","0.70061"
"1.12600","0.53773","0.70164"
"1.12900","0.53929","0.70310"
"1.13200","0.54086","0.70448"
"1.13500","0.54243","0.70582"
"1.13800","0.54401","0.70698"
"1.14100","0.54560","0.70807"
"1.14400","0.54718","0.70927"
"1.14700","0.54877","0.71043"
"1.15000","0.55035","0.71164"
"1.15300","0.55191","0.71289"
"1.15600","0.55346","0.71412"
"1.15900","0.55498","0.71546"
"1.16100","0.55598","0.71646"
"1.16300","0.55697","0.71756"
"1.16500","0.55794","0.71875"
"1.16700","0.55890","0.72002"
"1.16900","0.55985","0.72138"
"1.17100","0.56079","0.72279"
"1.17300","0.56173","0.72418"
"1.17500","0.56265","0.72551"
"1.17700","0.56357","0.72677"
"1.17900","0.56449","0.72794"
"1.18100","0.56540","0.72902"
"1.18400","0.56677","0.73046"
"1.18700","0.56815","0.73187"
"1.19000","0.56954","0.73332"
"1.19300","0.57094","0.73471"
"1.19600","0.57237","0.73599"
"1.19900","0.57382","0.73721"
"1.20200","0.57529","0.73849"
"1.20500","0.57679","0.73971"
"1.20800","0.57831","0.74086"
"1.21200","0.58037","0.74201"
"1.21800","0.58349","0.74311"
"1.22300","0.58610","0.74418"
"1.22600","0.58766","0.74534"
"1.22800","0.58870","0.74637"
"1.23000","0.58973","0.74754"
"1.23200","0.59076","0.74882"
"1.23400","0.59178","0.75022"
"1.23600","0.59280","0.75173"
"1.23800","0.59382","0.75339"
"1.24000","0.59484","0.75522"
"1.24200","0.59586","0.75708"
"1.24400","0.59687","0.75888"
"1.24600","0.59789","0.76054"
"1.24800","0.59890","0.76201"
"1.25000","0.59992","0.76329"
"1.25200","0.60094","0.76435"
"1.25500","0.60246","0.76552"
"1.26100","0.60553","0.76659"
"1.27300","0.61169","0.76550"
"1.28400","0.61714","0.76650"
"1.28700","0.61857","0.76790"
"1.28900","0.61951","0.76899"
"1.29100","0.62043","0.77023"
"1.29300","0.62135","0.77169"
"1.29500","0.62225","0.77335"
"1.29700","0.62314","0.77514"
"1.29900","0.62403","0.77700"
"1.30100","0.62491","0.77885"
"1.30300","0.62579","0.78064"
"1.30500","0.62667","0.78235"
"1.30700","0.62755","0.78399"
"1.30900","0.62843","0.78551"
"1.31100","0.62931","0.78686"
"1.31300","0.63020","0.78812"
"1.31500","0.63110","0.78940"
"1.31700","0.63201","0.79072"
"1.31900","0.63293","0.79200"
"1.32100","0.63386","0.79316"
"1.32300","0.63481","0.79422"
"1.32500","0.63577","0.79526"
"1.32800","0.63725","0.79671"
"1.33100","0.63875","0.79802"
"1.33400","0.64029","0.79935"
"1.33700","0.64186","0.80062"
"1.34000","0.64344","0.80169"
"1.34400","0.64558","0.80290"
"1.34800","0.64773","0.80415"
"1.35100","0.64934","0.80516"
"1.35400","0.65096","0.80638"
"1.35700","0.65257","0.80776"
"1.36000","0.65418","0.80909"
"1.36300","0.65578","0.81027"
"1.36600","0.65739","0.81144"
"1.36900","0.65899","0.81253"
"1.37300","0.66113","0.81383"
"1.37600","0.66273","0.81487"
"1.37900","0.66433","0.81593"
"1.38300","0.66647","0.81729"
"1.38600","0.66808","0.81860"
"1.38800","0.66914","0.81971"
"1.39000","0.67021","0.82104"
"1.39200","0.67127","0.82258"
"1.39400","0.67233","0.82422"
"1.39600","0.67338","0.82588"
"1.39800","0.67442","0.82752"
"1.40000","0.67545","0.82916"
"1.40200","0.67647","0.83073"
"1.40400","0.67748","0.83216"
"1.40600","0.67847","0.83340"
"1.40800","0.67945","0.83448"
"1.41100","0.68090","0.83586"
"1.41500","0.68277","0.83703"
"1.43100","0.68999","0.83805"
"1.43500","0.69179","0.83931"
"1.43800","0.69316","0.84075"
"1.44000","0.69409","0.84189"
"1.44200","0.69503","0.84321"
"1.44400","0.69598","0.84476"
"1.44600","0.69694","0.84645"
"1.44800","0.69791","0.84822"
"1.45000","0.69890","0.85005"
"1.45200","0.69990","0.85180"
"1.45400","0.70091","0.85335"
"1.45600","0.70193","0.85466"
"1.45800","0.70296","0.85575"
"1.46100","0.70452","0.85697"
"1.46500","0.70662","0.85805"
"1.47300","0.71083","0.85909"
"1.48200","0.71552","0.86012"
"1.48600","0.71759","0.86135"
"1.48900","0.71914","0.86277"
"1.49100","0.72017","0.86394"
"1.49300","0.72120","0.86523"
"1.49500","0.72223","0.86669"
"1.49700","0.72326","0.86834"
"1.49900","0.72430","0.87016"
"1.50100","0.72533","0.87212"
"1.50200","0.72585","0.87314"
"1.50300","0.72636","0.87417"
"1.50400","0.72688","0.87519"
"1.50500","0.72740","0.87621"
"1.50600","0.72792","0.87722"
"1.50800","0.72895","0.87917"
"1.51000","0.72999","0.88085"
"1.51200","0.73103","0.88227"
"1.51400","0.73207","0.88343"
"1.51700","0.73363","0.88468"
"1.53800","0.74410","0.88497"
"1.54100","0.74550","0.88608"
"1.54300","0.74642","0.88716"
"1.54500","0.74733","0.88843"
"1.54700","0.74823","0.88981"
"1.54900","0.74914","0.89130"
"1.55100","0.75003","0.89289"
"1.55300","0.75093","0.89456"
"1.55500","0.75183","0.89625"
"1.55700","0.75274","0.89794"
"1.55900","0.75364","0.89965"
"1.56100","0.75456","0.90121"
"1.56300","0.75548","0.90250"
"1.56500","0.75641","0.90386"
"1.56700","0.75734","0.90517"
"1.56900","0.75829","0.90621"
"1.57200","0.75974","0.90734"
"1.57600","0.76170","0.90842"
"1.58300","0.76525","0.90947"
"1.59200","0.76993","0.91063"
"1.59600","0.77202","0.91195"
"1.59800","0.77307","0.91300"
"1.60000","0.77411","0.91431"
"1.60200","0.77515","0.91581"
"1.60400","0.77619","0.91740"
"1.60600","0.77723","0.91898"
"1.60800","0.77827","0.92055"
"1.61000","0.77931","0.92212"
"1.61200","0.78034","0.92369"
"1.61400","0.78138","0.92529"
"1.61600","0.78241","0.92690"
"1.61800","0.78345","0.92844"
"1.62000","0.78449","0.92984"
"1.62200","0.78553","0.93109"
"1.62400","0.78657","0.93219"
"1.62700","0.78813","0.93364"
"1.63000","0.78970","0.93476"
"1.63400","0.79181","0.93602"
"1.63800","0.79392","0.93710"
"1.64400","0.79707","0.93810"
"1.65200","0.80121","0.93926"
"1.65600","0.80321","0.94052"
"1.65900","0.80469","0.94180"
"1.66200","0.80613","0.94327"
"1.66400","0.80708","0.94439"
"1.66600","0.80802","0.94562"
"1.66800","0.80895","0.94698"
"1.67000","0.80987","0.94842"
"1.67200","0.81079","0.94990"
"1.67400","0.81170","0.95139"
"1.67600","0.81261","0.95284"
"1.67800","0.81352","0.95425"
"1.68000","0.81443","0.95564"
"1.68200","0.81534","0.95698"
"1.68400","0.81626","0.95829"
"1.68600","0.81718","0.95958"
"1.68800","0.81812","0.96085"
"1.69000","0.81906","0.96210"
"1.69200","0.82001","0.96329"
"1.69400","0.82097","0.96436"
"1.69700","0.82243","0.96573"
"1.70000","0.82393","0.96697"
"1.70300","0.82545","0.96803"
"1.70700","0.82751","0.96906"
"1.71200","0.83014","0.97023"
"1.71600","0.83225","0.97126"
"1.72000","0.83436","0.97259"
"1.72300","0.83594","0.97373"
"1.72600","0.83751","0.97494"
"1.72900","0.83907","0.97619"
"1.73200","0.84063","0.97755"
"1.73500","0.84219","0.97907"
"1.73700","0.84322","0.98015"
"1.73900","0.84425","0.98122"
"1.74100","0.84529","0.98225"
"1.74300","0.84632","0.98330"
"1.74500","0.84736","0.98434"
"1.74700","0.84839","0.98534"
"1.74900","0.84943","0.98639"
"1.75100","0.85046","0.98744"
"1.75400","0.85202","0.98886"
"1.75700","0.85358","0.99001"
"1.76100","0.85567","0.99119"
"1.76600","0.85827","0.99231"
"1.77200","0.86137","0.99338"
"1.77600","0.86339","0.99454"
"1.77900","0.86488","0.99575"
"1.78200","0.86634","0.99718"
"1.78400","0.86730","0.99823"
"1.78600","0.86825","0.99928"
"1.78800","0.86919","1.00028"
"1.79000","0.87011","1.00130"
"1.79200","0.87104","1.00240"
"1.79400","0.87195","1.00353"
"1.79600","0.87286","1.00460"
