Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.28018"
"0.00500","0.00000","0.28131"
"0.01100","0.00000","0.28246"
"0.03600","0.00050","0.28348"
"0.04000","0.00069","0.28470"
"0.04300","0.00087","0.28611"
"0.04500","0.00101","0.28737"
"0.04700","0.00117","0.28879"
"0.04900","0.00136","0.29038"
"0.05100","0.00158","0.29202"
"0.05300","0.00183","0.29359"
"0.05500","0.00212","0.29512"
"0.05700","0.00245","0.29664"
"0.05900","0.00282","0.29809"
"0.06500","0.00422","0.29686"
"0.06600","0.00449","0.29586"
"0.06700","0.00476","0.29476"
"0.06800","0.00503","0.29363"
"0.06900","0.00531","0.29249"
"0.07000","0.00559","0.29137"
"0.07100","0.00587","0.29030"
"0.07300","0.00644","0.28839"
"0.07500","0.00699","0.28687"
"0.07700","0.00753","0.28573"
"0.08000","0.00830","0.28465"
"0.08700","0.00992","0.28566"
"0.09000","0.01056","0.28712"
"0.09200","0.01097","0.28830"
"0.09400","0.01138","0.28967"
"0.09600","0.01179","0.29135"
"0.09800","0.01220","0.29320"
"0.10000","0.01263","0.29518"
"0.10100","0.01285","0.29622"
"0.10200","0.01308","0.29730"
"0.10300","0.01331","0.29838"
"0.10400","0.01354","0.29946"
"0.10500","0.01378","0.30054"
"0.10600","0.01404","0.30162"
"0.10700","0.01429","0.30270"
"0.10800","0.01456","0.30376"
"0.10900","0.01483","0.30479"
"0.11100","0.01541","0.30674"
"0.11300","0.01603","0.30860"
"0.11500","0.01669","0.31039"
"0.11700","0.01740","0.31207"
"0.11900","0.01816","0.31354"
"0.12100","0.01896","0.31478"
"0.12300","0.01981","0.31584"
"0.12600","0.02117","0.31709"
"0.14400","0.03125","0.31610"
"0.15200","0.03630","0.31734"
"0.15500","0.03821","0.31863"
"0.15800","0.04012","0.32009"
"0.16000","0.04139","0.32116"
"0.16200","0.04266","0.32234"
"0.16400","0.04393","0.32366"
"0.16600","0.04520","0.32503"
"0.16800","0.04647","0.32637"
"0.17000","0.04773","0.32771"
"0.17200","0.04900","0.32908"
"0.17400","0.05026","0.33044"
"0.17600","0.05153","0.33174"
"0.17800","0.05280","0.33300"
"0.18000","0.05407","0.33413"
"0.18300","0.05598","0.33552"
"0.18700","0.05853","0.33672"
"0.19300","0.06233","0.33783"
"0.19800","0.06545","0.33912"
"0.20100","0.06730","0.34028"
"0.20400","0.06912","0.34155"
"0.20700","0.07091","0.34286"
"0.21000","0.07268","0.34422"
"0.21200","0.07385","0.34527"
"0.21400","0.07500","0.34642"
"0.21600","0.07614","0.34759"
"0.21800","0.07727","0.34874"
"0.22000","0.07839","0.34992"
"0.22200","0.07951","0.35108"
"0.22400","0.08061","0.35215"
"0.22700","0.08225","0.35363"
"0.22900","0.08334","0.35465"
"0.23100","0.08442","0.35570"
"0.23300","0.08550","0.35677"
"0.23500","0.08657","0.35782"
"0.23700","0.08764","0.35886"
"0.24000","0.08923","0.36030"
"0.24300","0.09082","0.36163"
"0.24600","0.09240","0.36294"
"0.24900","0.09396","0.36418"
"0.25200","0.09550","0.36530"
"0.25500","0.09702","0.36644"
"0.25800","0.09852","0.36776"
"0.26100","0.09999","0.36929"
"0.26300","0.10096","0.37041"
"0.26500","0.10192","0.37156"
"0.26700","0.10287","0.37273"
"0.26900","0.10381","0.37399"
"0.27100","0.10475","0.37530"
"0.27300","0.10569","0.37664"
"0.27500","0.10662","0.37799"
"0.27700","0.10755","0.37929"
"0.27900","0.10849","0.38050"
"0.28100","0.10942","0.38155"
"0.28400","0.11084","0.38295"
"0.28700","0.11227","0.38436"
"0.29000","0.11372","0.38583"
"0.29200","0.11470","0.38690"
"0.29400","0.11568","0.38802"
"0.29600","0.11668","0.38913"
"0.29800","0.11768","0.39016"
"0.30100","0.11921","0.39149"
"0.30400","0.12075","0.39265"
"0.30700","0.12231","0.39390"
"0.31000","0.12388","0.39530"
"0.31200","0.12493","0.39630"
"0.31400","0.12598","0.39734"
"0.31600","0.12703","0.39838"
"0.31800","0.12808","0.39944"
"0.32000","0.12912","0.40052"
"0.32200","0.13016","0.40161"
"0.32400","0.13120","0.40265"
"0.32700","0.13275","0.40406"
"0.33000","0.13429","0.40550"
"0.33300","0.13582","0.40690"
"0.33600","0.13735","0.40813"
"0.34000","0.13939","0.40936"
"0.34400","0.14142","0.41042"
"0.34700","0.14295","0.41144"
"0.35000","0.14448","0.41261"
"0.35300","0.14602","0.41401"
"0.35500","0.14704","0.41504"
"0.35700","0.14807","0.41608"
"0.35900","0.14910","0.41708"
"0.36200","0.15065","0.41844"
"0.36500","0.15220","0.41967"
"0.36800","0.15375","0.42074"
"0.37100","0.15529","0.42182"
"0.37400","0.15682","0.42297"
"0.37700","0.15834","0.42419"
"0.38000","0.15984","0.42569"
"0.38200","0.16082","0.42680"
"0.38400","0.16180","0.42791"
"0.38600","0.16277","0.42901"
"0.38800","0.16372","0.43013"
"0.39000","0.16467","0.43124"
"0.39200","0.16561","0.43231"
"0.39400","0.16654","0.43337"
"0.39600","0.16747","0.43447"
"0.39800","0.16839","0.43553"
"0.40100","0.16977","0.43692"
"0.40400","0.17116","0.43814"
"0.40700","0.17255","0.43921"
"0.41100","0.17442","0.44047"
"0.41500","0.17632","0.44177"
"0.41900","0.17826","0.44306"
"0.42300","0.18024","0.44436"
"0.42800","0.18276","0.44554"
"0.43400","0.18586","0.44669"
"0.43900","0.18846","0.44787"
"0.44200","0.19002","0.44889"
"0.44500","0.19158","0.45020"
"0.44700","0.19262","0.45122"
"0.44900","0.19365","0.45225"
"0.45100","0.19468","0.45328"
"0.45300","0.19570","0.45440"
"0.45500","0.19673","0.45562"
"0.45700","0.19775","0.45691"
"0.45900","0.19876","0.45826"
"0.46100","0.19978","0.45963"
"0.46300","0.20080","0.46098"
"0.46500","0.20181","0.46222"
"0.46700","0.20283","0.46336"
"0.46900","0.20384","0.46443"
"0.47100","0.20486","0.46543"
"0.47400","0.20639","0.46675"
"0.47700","0.20792","0.46787"
"0.48100","0.20997","0.46894"
"0.49500","0.21717","0.46995"
"0.50000","0.21969","0.47105"
"0.50300","0.22118","0.47225"
"0.50600","0.22264","0.47370"
"0.50800","0.22360","0.47486"
"0.51000","0.22454","0.47625"
"0.51200","0.22548","0.47782"
"0.51400","0.22642","0.47946"
"0.51600","0.22734","0.48107"
"0.51800","0.22826","0.48264"
"0.52000","0.22917","0.48426"
"0.52200","0.23008","0.48591"
"0.52400","0.23099","0.48750"
"0.52600","0.23190","0.48901"
"0.52800","0.23281","0.49044"
"0.53000","0.23373","0.49183"
"0.53200","0.23466","0.49320"
"0.53400","0.23559","0.49460"
"0.53600","0.23653","0.49587"
"0.53800","0.23748","0.49720"
"0.54000","0.23844","0.49878"
"0.54200","0.23942","0.50026"
"0.54400","0.24041","0.50153"
"0.54600","0.24141","0.50263"
"0.54900","0.24295","0.50402"
"0.55300","0.24503","0.50522"
"0.55800","0.24769","0.50632"
"0.57000","0.25416","0.50734"
"0.57600","0.25736","0.50850"
"0.57900","0.25895","0.50955"
"0.58200","0.26053","0.51092"
"0.58400","0.26158","0.51197"
"0.58600","0.26262","0.51314"
"0.58800","0.26367","0.51438"
"0.59000","0.26471","0.51563"
"0.59200","0.26575","0.51690"
"0.59400","0.26679","0.51821"
"0.59600","0.26783","0.51954"
"0.59800","0.26888","0.52082"
"0.60000","0.26992","0.52210"
"0.60200","0.27096","0.52335"
"0.60400","0.27201","0.52450"
"0.60600","0.27305","0.52554"
"0.60900","0.27463","0.52683"
