Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.35027"
"0.01300","0.00000","0.35131"
"0.03600","0.00050","0.35234"
"0.04000","0.00070","0.35347"
"0.04300","0.00089","0.35462"
"0.04600","0.00111","0.35613"
"0.04800","0.00129","0.35725"
"0.05000","0.00149","0.35836"
"0.05200","0.00172","0.35943"
"0.05400","0.00197","0.36051"
"0.05600","0.00226","0.36161"
"0.05800","0.00258","0.36273"
"0.06000","0.00293","0.36382"
"0.06200","0.00332","0.36487"
"0.06400","0.00375","0.36589"
"0.06600","0.00422","0.36689"
"0.07300","0.00619","0.36525"
"0.07400","0.00650","0.36415"
"0.07500","0.00682","0.36297"
"0.07600","0.00714","0.36174"
"0.07700","0.00746","0.36052"
"0.07800","0.00777","0.35936"
"0.07900","0.00809","0.35826"
"0.08000","0.00840","0.35726"
"0.08200","0.00901","0.35550"
"0.08400","0.00960","0.35405"
"0.08600","0.01016","0.35292"
"0.08900","0.01095","0.35176"
"0.09800","0.01297","0.35286"
"0.10100","0.01356","0.35399"
"0.10300","0.01395","0.35509"
"0.10500","0.01433","0.35655"
"0.10700","0.01471","0.35828"
"0.10900","0.01510","0.36033"
"0.11000","0.01530","0.36146"
"0.11100","0.01551","0.36266"
"0.11200","0.01572","0.36390"
"0.11300","0.01593","0.36516"
"0.11400","0.01615","0.36644"
"0.11500","0.01638","0.36771"
"0.11600","0.01661","0.36897"
"0.11700","0.01686","0.37019"
"0.11800","0.01711","0.37138"
"0.11900","0.01736","0.37254"
"0.12000","0.01763","0.37365"
"0.12100","0.01791","0.37473"
"0.12200","0.01820","0.37577"
"0.12400","0.01881","0.37770"
"0.12600","0.01946","0.37945"
"0.12800","0.02017","0.38106"
"0.13000","0.02092","0.38246"
"0.13200","0.02173","0.38356"
"0.13600","0.02349","0.38465"
"0.14500","0.02818","0.38357"
"0.16100","0.03833","0.38318"
"0.16500","0.04109","0.38423"
"0.16800","0.04318","0.38535"
"0.17100","0.04529","0.38656"
"0.17400","0.04741","0.38765"
"0.17700","0.04953","0.38871"
"0.18000","0.05166","0.38974"
"0.18400","0.05447","0.39082"
"0.19100","0.05930","0.39186"
"0.19800","0.06392","0.39294"
"0.20200","0.06645","0.39434"
"0.20400","0.06768","0.39538"
"0.20600","0.06890","0.39663"
"0.20800","0.07009","0.39798"
"0.21000","0.07127","0.39937"
"0.21200","0.07243","0.40085"
"0.21400","0.07358","0.40239"
"0.21600","0.07471","0.40397"
"0.21800","0.07584","0.40558"
"0.22000","0.07696","0.40724"
"0.22200","0.07807","0.40897"
"0.22400","0.07917","0.41065"
"0.22600","0.08027","0.41217"
"0.22800","0.08137","0.41354"
"0.23000","0.08246","0.41481"
"0.23200","0.08356","0.41591"
"0.23500","0.08520","0.41722"
"0.23800","0.08683","0.41827"
"0.24200","0.08900","0.41932"
"0.24900","0.09276","0.42035"
"0.25600","0.09644","0.42138"
"0.26000","0.09849","0.42255"
"0.26300","0.10002","0.42396"
"0.26500","0.10103","0.42504"
"0.26700","0.10204","0.42620"
"0.26900","0.10304","0.42746"
"0.27100","0.10404","0.42882"
"0.27300","0.10504","0.43022"
"0.27500","0.10604","0.43158"
"0.27700","0.10704","0.43288"
"0.27900","0.10804","0.43414"
"0.28100","0.10903","0.43530"
"0.28300","0.11004","0.43632"
"0.28600","0.11154","0.43762"
"0.29000","0.11356","0.43886"
"0.29800","0.11762","0.43993"
"0.31500","0.12612","0.44098"
"0.31900","0.12803","0.44218"
"0.32200","0.12944","0.44348"
"0.32400","0.13036","0.44462"
"0.32600","0.13127","0.44584"
"0.32800","0.13218","0.44707"
"0.33000","0.13308","0.44833"
"0.33200","0.13398","0.44958"
"0.33400","0.13488","0.45087"
"0.33600","0.13578","0.45217"
"0.33800","0.13668","0.45348"
"0.34000","0.13758","0.45480"
"0.34200","0.13850","0.45612"
"0.34400","0.13942","0.45742"
"0.34600","0.14035","0.45871"
"0.34800","0.14129","0.46000"
"0.35000","0.14224","0.46120"
"0.35200","0.14321","0.46231"
"0.35500","0.14468","0.46375"
"0.35800","0.14619","0.46489"
"0.36200","0.14825","0.46591"
"0.36900","0.15195","0.46703"
"0.37500","0.15518","0.46806"
"0.38100","0.15841","0.46923"
"0.38600","0.16107","0.47032"
"0.39100","0.16371","0.47145"
"0.39700","0.16684","0.47247"
"0.40400","0.17044","0.47369"
"0.40800","0.17249","0.47497"
"0.41100","0.17402","0.47615"
"0.41400","0.17555","0.47746"
"0.41700","0.17708","0.47893"
"0.41900","0.17810","0.48005"
"0.42100","0.17912","0.48126"
"0.42300","0.18014","0.48244"
"0.42500","0.18116","0.48353"
"0.42700","0.18218","0.48458"
"0.43000","0.18370","0.48602"
"0.43300","0.18521","0.48728"
"0.43600","0.18670","0.48842"
"0.43900","0.18817","0.48948"
"0.44300","0.19010","0.49073"
"0.44700","0.19199","0.49198"
"0.45100","0.19386","0.49323"
"0.45500","0.19572","0.49446"
"0.45900","0.19757","0.49580"
"0.46200","0.19896","0.49709"
"0.46400","0.19990","0.49809"
"0.46700","0.20131","0.49951"
"0.47000","0.20274","0.50092"
"0.47200","0.20371","0.50193"
"0.47400","0.20469","0.50295"
"0.47700","0.20617","0.50444"
"0.48000","0.20767","0.50578"
"0.48300","0.20920","0.50688"
"0.50300","0.21961","0.50766"
"0.50900","0.22271","0.50872"
"0.51300","0.22476","0.51013"
"0.51600","0.22629","0.51163"
"0.51800","0.22731","0.51287"
"0.52000","0.22833","0.51425"
"0.52200","0.22934","0.51565"
"0.52400","0.23036","0.51698"
"0.52600","0.23138","0.51815"
"0.52800","0.23241","0.51945"
"0.53000","0.23343","0.52080"
"0.53200","0.23446","0.52202"
